ds,values,district,type,model,DISTRICT_
2017-08-31,616.0,dist_9,Time Series,prophet,9
2017-09-30,562.0,dist_9,Time Series,prophet,9
2017-10-31,552.0,dist_9,Time Series,prophet,9
2017-11-30,539.0,dist_9,Time Series,prophet,9
2017-12-31,524.0,dist_9,Time Series,prophet,9
2018-01-31,510.0,dist_9,Time Series,prophet,9
2018-02-28,563.0,dist_9,Time Series,prophet,9
2018-03-31,529.0,dist_9,Time Series,prophet,9
2018-04-30,612.0,dist_9,Time Series,prophet,9
2018-05-31,655.0,dist_9,Time Series,prophet,9
2018-06-30,642.0,dist_9,Time Series,prophet,9
2018-07-31,672.0,dist_9,Time Series,prophet,9
2018-08-31,688.0,dist_9,Time Series,prophet,9
2018-09-30,653.0,dist_9,Time Series,prophet,9
2018-10-31,746.0,dist_9,Time Series,prophet,9
2018-11-30,555.0,dist_9,Time Series,prophet,9
2018-12-31,568.0,dist_9,Time Series,prophet,9
2019-01-31,579.0,dist_9,Time Series,prophet,9
2019-02-28,571.0,dist_9,Time Series,prophet,9
2019-03-31,578.0,dist_9,Time Series,prophet,9
2019-04-30,558.0,dist_9,Time Series,prophet,9
2006-01-31,568.0,dist_16,Time Series,prophet,16
2006-02-28,440.0,dist_16,Time Series,prophet,16
2006-03-31,607.0,dist_16,Time Series,prophet,16
2006-04-30,594.0,dist_16,Time Series,prophet,16
2006-05-31,648.0,dist_16,Time Series,prophet,16
2006-06-30,659.0,dist_16,Time Series,prophet,16
2006-07-31,708.0,dist_16,Time Series,prophet,16
2006-08-31,704.0,dist_16,Time Series,prophet,16
2006-09-30,592.0,dist_16,Time Series,prophet,16
2006-10-31,604.0,dist_16,Time Series,prophet,16
2006-11-30,609.0,dist_16,Time Series,prophet,16
2006-12-31,557.0,dist_16,Time Series,prophet,16
2007-01-31,538.0,dist_16,Time Series,prophet,16
2007-02-28,474.0,dist_16,Time Series,prophet,16
2007-03-31,607.0,dist_16,Time Series,prophet,16
2007-04-30,568.0,dist_16,Time Series,prophet,16
2007-05-31,734.0,dist_16,Time Series,prophet,16
2007-06-30,587.0,dist_16,Time Series,prophet,16
2007-07-31,635.0,dist_16,Time Series,prophet,16
2007-08-31,543.0,dist_16,Time Series,prophet,16
2007-09-30,637.0,dist_16,Time Series,prophet,16
2007-10-31,557.0,dist_16,Time Series,prophet,16
2007-11-30,536.0,dist_16,Time Series,prophet,16
2007-12-31,577.0,dist_16,Time Series,prophet,16
2008-01-31,565.0,dist_16,Time Series,prophet,16
2008-02-29,564.0,dist_16,Time Series,prophet,16
2008-03-31,648.0,dist_16,Time Series,prophet,16
2008-04-30,600.0,dist_16,Time Series,prophet,16
2008-05-31,717.0,dist_16,Time Series,prophet,16
2008-06-30,647.0,dist_16,Time Series,prophet,16
2008-07-31,728.0,dist_16,Time Series,prophet,16
2008-08-31,784.0,dist_16,Time Series,prophet,16
2008-09-30,591.0,dist_16,Time Series,prophet,16
2008-10-31,586.0,dist_16,Time Series,prophet,16
2008-11-30,549.0,dist_16,Time Series,prophet,16
2008-12-31,564.0,dist_16,Time Series,prophet,16
2009-01-31,502.0,dist_16,Time Series,prophet,16
2009-02-28,517.0,dist_16,Time Series,prophet,16
2009-03-31,639.0,dist_16,Time Series,prophet,16
2009-04-30,717.0,dist_16,Time Series,prophet,16
2009-05-31,680.0,dist_16,Time Series,prophet,16
2009-06-30,651.0,dist_16,Time Series,prophet,16
2009-07-31,586.0,dist_16,Time Series,prophet,16
2009-08-31,712.0,dist_16,Time Series,prophet,16
2009-09-30,560.0,dist_16,Time Series,prophet,16
2009-10-31,524.0,dist_16,Time Series,prophet,16
2009-11-30,538.0,dist_16,Time Series,prophet,16
2009-12-31,470.0,dist_16,Time Series,prophet,16
2010-01-31,536.0,dist_16,Time Series,prophet,16
2010-02-28,452.0,dist_16,Time Series,prophet,16
2010-03-31,591.0,dist_16,Time Series,prophet,16
2010-04-30,536.0,dist_16,Time Series,prophet,16
2010-05-31,644.0,dist_16,Time Series,prophet,16
2010-06-30,586.0,dist_16,Time Series,prophet,16
2010-07-31,682.0,dist_16,Time Series,prophet,16
2010-08-31,684.0,dist_16,Time Series,prophet,16
2010-09-30,530.0,dist_16,Time Series,prophet,16
2010-10-31,532.0,dist_16,Time Series,prophet,16
2010-11-30,476.0,dist_16,Time Series,prophet,16
2010-12-31,382.0,dist_16,Time Series,prophet,16
2011-01-31,388.0,dist_16,Time Series,prophet,16
2011-02-28,401.0,dist_16,Time Series,prophet,16
2011-03-31,482.0,dist_16,Time Series,prophet,16
2011-04-30,515.0,dist_16,Time Series,prophet,16
2011-05-31,534.0,dist_16,Time Series,prophet,16
2011-06-30,562.0,dist_16,Time Series,prophet,16
2011-07-31,533.0,dist_16,Time Series,prophet,16
2011-08-31,520.0,dist_16,Time Series,prophet,16
2011-09-30,546.0,dist_16,Time Series,prophet,16
2011-10-31,486.0,dist_16,Time Series,prophet,16
2011-11-30,469.0,dist_16,Time Series,prophet,16
2011-12-31,431.0,dist_16,Time Series,prophet,16
2012-01-31,468.0,dist_16,Time Series,prophet,16
2012-02-29,421.0,dist_16,Time Series,prophet,16
2012-03-31,491.0,dist_16,Time Series,prophet,16
2012-04-30,539.0,dist_16,Time Series,prophet,16
2012-05-31,620.0,dist_16,Time Series,prophet,16
2012-06-30,652.0,dist_16,Time Series,prophet,16
2012-07-31,595.0,dist_16,Time Series,prophet,16
2012-08-31,521.0,dist_16,Time Series,prophet,16
2012-09-30,565.0,dist_16,Time Series,prophet,16
2012-10-31,501.0,dist_16,Time Series,prophet,16
2012-11-30,406.0,dist_16,Time Series,prophet,16
2012-12-31,407.0,dist_16,Time Series,prophet,16
2013-01-31,459.0,dist_16,Time Series,prophet,16
2013-02-28,509.0,dist_16,Time Series,prophet,16
2013-03-31,593.0,dist_16,Time Series,prophet,16
2013-04-30,563.0,dist_16,Time Series,prophet,16
2013-05-31,545.0,dist_16,Time Series,prophet,16
2013-06-30,493.0,dist_16,Time Series,prophet,16
2013-07-31,556.0,dist_16,Time Series,prophet,16
2013-08-31,508.0,dist_16,Time Series,prophet,16
2013-09-30,493.0,dist_16,Time Series,prophet,16
2013-10-31,543.0,dist_16,Time Series,prophet,16
2013-11-30,484.0,dist_16,Time Series,prophet,16
2013-12-31,389.0,dist_16,Time Series,prophet,16
2014-01-31,542.0,dist_16,Time Series,prophet,16
2014-02-28,440.0,dist_16,Time Series,prophet,16
2014-03-31,466.0,dist_16,Time Series,prophet,16
2014-04-30,591.0,dist_16,Time Series,prophet,16
2014-05-31,598.0,dist_16,Time Series,prophet,16
2014-06-30,713.0,dist_16,Time Series,prophet,16
2014-07-31,661.0,dist_16,Time Series,prophet,16
2014-08-31,543.0,dist_16,Time Series,prophet,16
2014-09-30,472.0,dist_16,Time Series,prophet,16
2014-10-31,573.0,dist_16,Time Series,prophet,16
2014-11-30,520.0,dist_16,Time Series,prophet,16
2014-12-31,426.0,dist_16,Time Series,prophet,16
2015-01-31,451.0,dist_16,Time Series,prophet,16
2015-02-28,436.0,dist_16,Time Series,prophet,16
2015-03-31,461.0,dist_16,Time Series,prophet,16
2015-04-30,704.0,dist_16,Time Series,prophet,16
2015-05-31,615.0,dist_16,Time Series,prophet,16
2015-06-30,581.0,dist_16,Time Series,prophet,16
2015-07-31,599.0,dist_16,Time Series,prophet,16
2015-08-31,587.0,dist_16,Time Series,prophet,16
2015-09-30,550.0,dist_16,Time Series,prophet,16
2015-10-31,537.0,dist_16,Time Series,prophet,16
2015-11-30,461.0,dist_16,Time Series,prophet,16
2015-12-31,437.0,dist_16,Time Series,prophet,16
2016-01-31,381.0,dist_16,Time Series,prophet,16
2016-02-29,349.0,dist_16,Time Series,prophet,16
2016-03-31,438.0,dist_16,Time Series,prophet,16
2016-04-30,418.0,dist_16,Time Series,prophet,16
2016-05-31,487.0,dist_16,Time Series,prophet,16
2016-06-30,491.0,dist_16,Time Series,prophet,16
2016-07-31,469.0,dist_16,Time Series,prophet,16
2016-08-31,471.0,dist_16,Time Series,prophet,16
2016-09-30,495.0,dist_16,Time Series,prophet,16
2016-10-31,492.0,dist_16,Time Series,prophet,16
2016-11-30,406.0,dist_16,Time Series,prophet,16
2016-12-31,347.0,dist_16,Time Series,prophet,16
2017-01-31,382.0,dist_16,Time Series,prophet,16
2017-02-28,432.0,dist_16,Time Series,prophet,16
2017-03-31,429.0,dist_16,Time Series,prophet,16
2017-04-30,505.0,dist_16,Time Series,prophet,16
2017-05-31,534.0,dist_16,Time Series,prophet,16
2017-06-30,593.0,dist_16,Time Series,prophet,16
2017-07-31,598.0,dist_16,Time Series,prophet,16
2017-08-31,611.0,dist_16,Time Series,prophet,16
2017-09-30,540.0,dist_16,Time Series,prophet,16
2017-10-31,575.0,dist_16,Time Series,prophet,16
2017-11-30,512.0,dist_16,Time Series,prophet,16
2017-12-31,479.0,dist_16,Time Series,prophet,16
2018-01-31,446.0,dist_16,Time Series,prophet,16
2018-02-28,441.0,dist_16,Time Series,prophet,16
2018-03-31,475.0,dist_16,Time Series,prophet,16
2018-04-30,583.0,dist_16,Time Series,prophet,16
2018-05-31,634.0,dist_16,Time Series,prophet,16
2018-06-30,595.0,dist_16,Time Series,prophet,16
2018-07-31,528.0,dist_16,Time Series,prophet,16
2018-08-31,514.0,dist_16,Time Series,prophet,16
2018-09-30,446.0,dist_16,Time Series,prophet,16
2018-10-31,489.0,dist_16,Time Series,prophet,16
2018-11-30,403.0,dist_16,Time Series,prophet,16
2018-12-31,481.0,dist_16,Time Series,prophet,16
2019-01-31,436.0,dist_16,Time Series,prophet,16
2019-02-28,366.0,dist_16,Time Series,prophet,16
2019-03-31,502.0,dist_16,Time Series,prophet,16
2019-04-30,630.0,dist_16,Time Series,prophet,16
2006-01-31,1410.0,dist_15,Time Series,prophet,15
2006-02-28,1205.0,dist_15,Time Series,prophet,15
2006-03-31,1368.0,dist_15,Time Series,prophet,15
2006-04-30,1367.0,dist_15,Time Series,prophet,15
2006-05-31,1391.0,dist_15,Time Series,prophet,15
2006-06-30,1341.0,dist_15,Time Series,prophet,15
2006-07-31,1388.0,dist_15,Time Series,prophet,15
2006-08-31,1757.0,dist_15,Time Series,prophet,15
2006-09-30,1588.0,dist_15,Time Series,prophet,15
2006-10-31,1612.0,dist_15,Time Series,prophet,15
2006-11-30,1548.0,dist_15,Time Series,prophet,15
2006-12-31,1408.0,dist_15,Time Series,prophet,15
2007-01-31,1540.0,dist_15,Time Series,prophet,15
2007-02-28,1096.0,dist_15,Time Series,prophet,15
2007-03-31,1538.0,dist_15,Time Series,prophet,15
2007-04-30,1584.0,dist_15,Time Series,prophet,15
2007-05-31,1705.0,dist_15,Time Series,prophet,15
2007-06-30,1525.0,dist_15,Time Series,prophet,15
2007-07-31,1703.0,dist_15,Time Series,prophet,15
2007-08-31,1638.0,dist_15,Time Series,prophet,15
2007-09-30,1480.0,dist_15,Time Series,prophet,15
2007-10-31,1531.0,dist_15,Time Series,prophet,15
2007-11-30,1405.0,dist_15,Time Series,prophet,15
2007-12-31,1346.0,dist_15,Time Series,prophet,15
2008-01-31,1416.0,dist_15,Time Series,prophet,15
2008-02-29,1334.0,dist_15,Time Series,prophet,15
2008-03-31,1702.0,dist_15,Time Series,prophet,15
2008-04-30,1671.0,dist_15,Time Series,prophet,15
2008-05-31,1518.0,dist_15,Time Series,prophet,15
2008-06-30,1884.0,dist_15,Time Series,prophet,15
2008-07-31,1907.0,dist_15,Time Series,prophet,15
2008-08-31,1878.0,dist_15,Time Series,prophet,15
2008-09-30,1519.0,dist_15,Time Series,prophet,15
2008-10-31,1535.0,dist_15,Time Series,prophet,15
2008-11-30,1406.0,dist_15,Time Series,prophet,15
2008-12-31,1470.0,dist_15,Time Series,prophet,15
2009-01-31,1403.0,dist_15,Time Series,prophet,15
2009-02-28,1517.0,dist_15,Time Series,prophet,15
2009-03-31,1640.0,dist_15,Time Series,prophet,15
2009-04-30,1557.0,dist_15,Time Series,prophet,15
2009-05-31,1503.0,dist_15,Time Series,prophet,15
2009-06-30,1561.0,dist_15,Time Series,prophet,15
2009-07-31,1616.0,dist_15,Time Series,prophet,15
2009-08-31,1513.0,dist_15,Time Series,prophet,15
2009-09-30,1463.0,dist_15,Time Series,prophet,15
2009-10-31,1423.0,dist_15,Time Series,prophet,15
2009-11-30,1402.0,dist_15,Time Series,prophet,15
2009-12-31,1414.0,dist_15,Time Series,prophet,15
2010-01-31,1352.0,dist_15,Time Series,prophet,15
2010-02-28,1027.0,dist_15,Time Series,prophet,15
2010-03-31,1612.0,dist_15,Time Series,prophet,15
2010-04-30,1489.0,dist_15,Time Series,prophet,15
2010-05-31,1631.0,dist_15,Time Series,prophet,15
2010-06-30,1512.0,dist_15,Time Series,prophet,15
2010-07-31,1425.0,dist_15,Time Series,prophet,15
2010-08-31,1696.0,dist_15,Time Series,prophet,15
2010-09-30,1519.0,dist_15,Time Series,prophet,15
2010-10-31,1455.0,dist_15,Time Series,prophet,15
2010-11-30,1285.0,dist_15,Time Series,prophet,15
2010-12-31,1221.0,dist_15,Time Series,prophet,15
2011-01-31,1136.0,dist_15,Time Series,prophet,15
2011-02-28,1134.0,dist_15,Time Series,prophet,15
2011-03-31,1454.0,dist_15,Time Series,prophet,15
2011-04-30,1404.0,dist_15,Time Series,prophet,15
2011-05-31,1468.0,dist_15,Time Series,prophet,15
2011-06-30,1415.0,dist_15,Time Series,prophet,15
2011-07-31,1387.0,dist_15,Time Series,prophet,15
2011-08-31,1547.0,dist_15,Time Series,prophet,15
2011-09-30,1371.0,dist_15,Time Series,prophet,15
2011-10-31,1303.0,dist_15,Time Series,prophet,15
2011-11-30,1384.0,dist_15,Time Series,prophet,15
2011-12-31,1253.0,dist_15,Time Series,prophet,15
2012-01-31,1335.0,dist_15,Time Series,prophet,15
2012-02-29,1318.0,dist_15,Time Series,prophet,15
2012-03-31,1398.0,dist_15,Time Series,prophet,15
2012-04-30,1329.0,dist_15,Time Series,prophet,15
2012-05-31,1345.0,dist_15,Time Series,prophet,15
2012-06-30,1445.0,dist_15,Time Series,prophet,15
2012-07-31,1418.0,dist_15,Time Series,prophet,15
2012-08-31,1458.0,dist_15,Time Series,prophet,15
2012-09-30,1401.0,dist_15,Time Series,prophet,15
2012-10-31,1399.0,dist_15,Time Series,prophet,15
2012-11-30,1169.0,dist_15,Time Series,prophet,15
2012-12-31,1220.0,dist_15,Time Series,prophet,15
2013-01-31,1149.0,dist_15,Time Series,prophet,15
2013-02-28,1012.0,dist_15,Time Series,prophet,15
2013-03-31,1116.0,dist_15,Time Series,prophet,15
2013-04-30,1209.0,dist_15,Time Series,prophet,15
2013-05-31,1260.0,dist_15,Time Series,prophet,15
2013-06-30,1282.0,dist_15,Time Series,prophet,15
2013-07-31,1458.0,dist_15,Time Series,prophet,15
2013-08-31,1503.0,dist_15,Time Series,prophet,15
2013-09-30,1320.0,dist_15,Time Series,prophet,15
2013-10-31,1251.0,dist_15,Time Series,prophet,15
2013-11-30,1038.0,dist_15,Time Series,prophet,15
2013-12-31,1007.0,dist_15,Time Series,prophet,15
2014-01-31,930.0,dist_15,Time Series,prophet,15
2014-02-28,877.0,dist_15,Time Series,prophet,15
2014-03-31,1089.0,dist_15,Time Series,prophet,15
2014-04-30,1179.0,dist_15,Time Series,prophet,15
2014-05-31,1306.0,dist_15,Time Series,prophet,15
2014-06-30,1378.0,dist_15,Time Series,prophet,15
2014-07-31,1415.0,dist_15,Time Series,prophet,15
2014-08-31,1355.0,dist_15,Time Series,prophet,15
2014-09-30,1420.0,dist_15,Time Series,prophet,15
2014-10-31,1431.0,dist_15,Time Series,prophet,15
2014-11-30,1316.0,dist_15,Time Series,prophet,15
2014-12-31,1248.0,dist_15,Time Series,prophet,15
2015-01-31,1114.0,dist_15,Time Series,prophet,15
2015-02-28,1074.0,dist_15,Time Series,prophet,15
2015-03-31,1268.0,dist_15,Time Series,prophet,15
2015-04-30,1363.0,dist_15,Time Series,prophet,15
2015-05-31,1474.0,dist_15,Time Series,prophet,15
2015-06-30,1343.0,dist_15,Time Series,prophet,15
2015-07-31,1438.0,dist_15,Time Series,prophet,15
2015-08-31,1503.0,dist_15,Time Series,prophet,15
2015-09-30,1193.0,dist_15,Time Series,prophet,15
2015-10-31,1257.0,dist_15,Time Series,prophet,15
2015-11-30,1141.0,dist_15,Time Series,prophet,15
2015-12-31,1229.0,dist_15,Time Series,prophet,15
2016-01-31,1009.0,dist_15,Time Series,prophet,15
2016-02-29,1018.0,dist_15,Time Series,prophet,15
2016-03-31,1204.0,dist_15,Time Series,prophet,15
2016-04-30,1375.0,dist_15,Time Series,prophet,15
2016-05-31,1364.0,dist_15,Time Series,prophet,15
2016-06-30,1282.0,dist_15,Time Series,prophet,15
2016-07-31,1181.0,dist_15,Time Series,prophet,15
2016-08-31,1416.0,dist_15,Time Series,prophet,15
2016-09-30,1241.0,dist_15,Time Series,prophet,15
2016-10-31,1317.0,dist_15,Time Series,prophet,15
2016-11-30,1161.0,dist_15,Time Series,prophet,15
2016-12-31,1101.0,dist_15,Time Series,prophet,15
2017-01-31,998.0,dist_15,Time Series,prophet,15
2017-02-28,948.0,dist_15,Time Series,prophet,15
2017-03-31,1029.0,dist_15,Time Series,prophet,15
2017-04-30,1140.0,dist_15,Time Series,prophet,15
2017-05-31,1198.0,dist_15,Time Series,prophet,15
2017-06-30,1168.0,dist_15,Time Series,prophet,15
2017-07-31,1133.0,dist_15,Time Series,prophet,15
2017-08-31,1270.0,dist_15,Time Series,prophet,15
2017-09-30,1157.0,dist_15,Time Series,prophet,15
2017-10-31,1112.0,dist_15,Time Series,prophet,15
2017-11-30,1071.0,dist_15,Time Series,prophet,15
2017-12-31,946.0,dist_15,Time Series,prophet,15
2018-01-31,1015.0,dist_15,Time Series,prophet,15
2018-02-28,993.0,dist_15,Time Series,prophet,15
2018-03-31,1040.0,dist_15,Time Series,prophet,15
2018-04-30,1039.0,dist_15,Time Series,prophet,15
2018-05-31,1140.0,dist_15,Time Series,prophet,15
2018-06-30,1013.0,dist_15,Time Series,prophet,15
2018-07-31,990.0,dist_15,Time Series,prophet,15
2018-08-31,1102.0,dist_15,Time Series,prophet,15
2018-09-30,952.0,dist_15,Time Series,prophet,15
2018-10-31,956.0,dist_15,Time Series,prophet,15
2018-11-30,944.0,dist_15,Time Series,prophet,15
2018-12-31,900.0,dist_15,Time Series,prophet,15
2019-01-31,919.0,dist_15,Time Series,prophet,15
2019-02-28,815.0,dist_15,Time Series,prophet,15
2019-03-31,946.0,dist_15,Time Series,prophet,15
2019-04-30,988.0,dist_15,Time Series,prophet,15
2006-01-31,804.0,dist_22,Time Series,prophet,22
2006-02-28,649.0,dist_22,Time Series,prophet,22
2006-03-31,741.0,dist_22,Time Series,prophet,22
2006-04-30,767.0,dist_22,Time Series,prophet,22
2006-05-31,837.0,dist_22,Time Series,prophet,22
2006-06-30,805.0,dist_22,Time Series,prophet,22
2006-07-31,890.0,dist_22,Time Series,prophet,22
2006-08-31,819.0,dist_22,Time Series,prophet,22
2006-09-30,766.0,dist_22,Time Series,prophet,22
2006-10-31,852.0,dist_22,Time Series,prophet,22
2006-11-30,861.0,dist_22,Time Series,prophet,22
2006-12-31,807.0,dist_22,Time Series,prophet,22
2007-01-31,752.0,dist_22,Time Series,prophet,22
2007-02-28,626.0,dist_22,Time Series,prophet,22
2007-03-31,773.0,dist_22,Time Series,prophet,22
2007-04-30,744.0,dist_22,Time Series,prophet,22
2007-05-31,764.0,dist_22,Time Series,prophet,22
2007-06-30,749.0,dist_22,Time Series,prophet,22
2007-07-31,739.0,dist_22,Time Series,prophet,22
2007-08-31,797.0,dist_22,Time Series,prophet,22
2007-09-30,792.0,dist_22,Time Series,prophet,22
2007-10-31,752.0,dist_22,Time Series,prophet,22
2007-11-30,713.0,dist_22,Time Series,prophet,22
2007-12-31,638.0,dist_22,Time Series,prophet,22
2008-01-31,724.0,dist_22,Time Series,prophet,22
2008-02-29,741.0,dist_22,Time Series,prophet,22
2008-03-31,889.0,dist_22,Time Series,prophet,22
2008-04-30,935.0,dist_22,Time Series,prophet,22
2008-05-31,836.0,dist_22,Time Series,prophet,22
2008-06-30,792.0,dist_22,Time Series,prophet,22
2008-07-31,842.0,dist_22,Time Series,prophet,22
2008-08-31,914.0,dist_22,Time Series,prophet,22
2008-09-30,782.0,dist_22,Time Series,prophet,22
2008-10-31,792.0,dist_22,Time Series,prophet,22
2008-11-30,701.0,dist_22,Time Series,prophet,22
2008-12-31,686.0,dist_22,Time Series,prophet,22
2009-01-31,611.0,dist_22,Time Series,prophet,22
2009-02-28,576.0,dist_22,Time Series,prophet,22
2009-03-31,728.0,dist_22,Time Series,prophet,22
2009-04-30,714.0,dist_22,Time Series,prophet,22
2009-05-31,770.0,dist_22,Time Series,prophet,22
2009-06-30,754.0,dist_22,Time Series,prophet,22
2009-07-31,809.0,dist_22,Time Series,prophet,22
2009-08-31,785.0,dist_22,Time Series,prophet,22
2009-09-30,744.0,dist_22,Time Series,prophet,22
2009-10-31,879.0,dist_22,Time Series,prophet,22
2009-11-30,773.0,dist_22,Time Series,prophet,22
2009-12-31,638.0,dist_22,Time Series,prophet,22
2010-01-31,1066.0,dist_22,Time Series,prophet,22
2010-02-28,879.0,dist_22,Time Series,prophet,22
2010-03-31,1122.0,dist_22,Time Series,prophet,22
2010-04-30,1258.0,dist_22,Time Series,prophet,22
2010-05-31,1205.0,dist_22,Time Series,prophet,22
2010-06-30,1223.0,dist_22,Time Series,prophet,22
2010-07-31,1233.0,dist_22,Time Series,prophet,22
2010-08-31,1266.0,dist_22,Time Series,prophet,22
2010-09-30,1092.0,dist_22,Time Series,prophet,22
2010-10-31,1248.0,dist_22,Time Series,prophet,22
2010-11-30,1150.0,dist_22,Time Series,prophet,22
2010-12-31,1018.0,dist_22,Time Series,prophet,22
2011-01-31,884.0,dist_22,Time Series,prophet,22
2011-02-28,953.0,dist_22,Time Series,prophet,22
2011-03-31,1130.0,dist_22,Time Series,prophet,22
2011-04-30,1128.0,dist_22,Time Series,prophet,22
2011-05-31,1109.0,dist_22,Time Series,prophet,22
2011-06-30,1096.0,dist_22,Time Series,prophet,22
2011-07-31,1063.0,dist_22,Time Series,prophet,22
2011-08-31,1032.0,dist_22,Time Series,prophet,22
2011-09-30,1146.0,dist_22,Time Series,prophet,22
2011-10-31,1152.0,dist_22,Time Series,prophet,22
2011-11-30,964.0,dist_22,Time Series,prophet,22
2011-12-31,1041.0,dist_22,Time Series,prophet,22
2012-01-31,974.0,dist_22,Time Series,prophet,22
2012-02-29,982.0,dist_22,Time Series,prophet,22
2012-03-31,962.0,dist_22,Time Series,prophet,22
2012-04-30,1133.0,dist_22,Time Series,prophet,22
2012-05-31,1074.0,dist_22,Time Series,prophet,22
2012-06-30,1057.0,dist_22,Time Series,prophet,22
2012-07-31,1241.0,dist_22,Time Series,prophet,22
2012-08-31,1062.0,dist_22,Time Series,prophet,22
2012-09-30,1200.0,dist_22,Time Series,prophet,22
2012-10-31,1176.0,dist_22,Time Series,prophet,22
2012-11-30,965.0,dist_22,Time Series,prophet,22
2012-12-31,902.0,dist_22,Time Series,prophet,22
2013-01-31,834.0,dist_22,Time Series,prophet,22
2013-02-28,802.0,dist_22,Time Series,prophet,22
2013-03-31,997.0,dist_22,Time Series,prophet,22
2013-04-30,1070.0,dist_22,Time Series,prophet,22
2013-05-31,996.0,dist_22,Time Series,prophet,22
2013-06-30,988.0,dist_22,Time Series,prophet,22
2013-07-31,1017.0,dist_22,Time Series,prophet,22
2013-08-31,1055.0,dist_22,Time Series,prophet,22
2013-09-30,1041.0,dist_22,Time Series,prophet,22
2013-10-31,1134.0,dist_22,Time Series,prophet,22
2013-11-30,1075.0,dist_22,Time Series,prophet,22
2013-12-31,840.0,dist_22,Time Series,prophet,22
2014-01-31,807.0,dist_22,Time Series,prophet,22
2014-02-28,699.0,dist_22,Time Series,prophet,22
2014-03-31,871.0,dist_22,Time Series,prophet,22
2014-04-30,1132.0,dist_22,Time Series,prophet,22
2014-05-31,1072.0,dist_22,Time Series,prophet,22
2014-06-30,993.0,dist_22,Time Series,prophet,22
2014-07-31,1205.0,dist_22,Time Series,prophet,22
2014-08-31,1275.0,dist_22,Time Series,prophet,22
2014-09-30,1183.0,dist_22,Time Series,prophet,22
2014-10-31,1218.0,dist_22,Time Series,prophet,22
2014-11-30,1053.0,dist_22,Time Series,prophet,22
2014-12-31,963.0,dist_22,Time Series,prophet,22
2015-01-31,924.0,dist_22,Time Series,prophet,22
2015-02-28,955.0,dist_22,Time Series,prophet,22
2015-03-31,1003.0,dist_22,Time Series,prophet,22
2015-04-30,1300.0,dist_22,Time Series,prophet,22
2015-05-31,1316.0,dist_22,Time Series,prophet,22
2015-06-30,1105.0,dist_22,Time Series,prophet,22
2015-07-31,1126.0,dist_22,Time Series,prophet,22
2015-08-31,1169.0,dist_22,Time Series,prophet,22
2015-09-30,1091.0,dist_22,Time Series,prophet,22
2015-10-31,1145.0,dist_22,Time Series,prophet,22
2015-11-30,903.0,dist_22,Time Series,prophet,22
2015-12-31,976.0,dist_22,Time Series,prophet,22
2016-01-31,823.0,dist_22,Time Series,prophet,22
2016-02-29,913.0,dist_22,Time Series,prophet,22
2016-03-31,990.0,dist_22,Time Series,prophet,22
2016-04-30,1028.0,dist_22,Time Series,prophet,22
2016-05-31,1045.0,dist_22,Time Series,prophet,22
2016-06-30,1044.0,dist_22,Time Series,prophet,22
2016-07-31,991.0,dist_22,Time Series,prophet,22
2016-08-31,1025.0,dist_22,Time Series,prophet,22
2016-09-30,1031.0,dist_22,Time Series,prophet,22
2016-10-31,1050.0,dist_22,Time Series,prophet,22
2016-11-30,925.0,dist_22,Time Series,prophet,22
2016-12-31,867.0,dist_22,Time Series,prophet,22
2017-01-31,859.0,dist_22,Time Series,prophet,22
2017-02-28,767.0,dist_22,Time Series,prophet,22
2017-03-31,921.0,dist_22,Time Series,prophet,22
2017-04-30,1050.0,dist_22,Time Series,prophet,22
2017-05-31,1087.0,dist_22,Time Series,prophet,22
2017-06-30,1107.0,dist_22,Time Series,prophet,22
2017-07-31,1047.0,dist_22,Time Series,prophet,22
2017-08-31,1031.0,dist_22,Time Series,prophet,22
2017-09-30,1019.0,dist_22,Time Series,prophet,22
2017-10-31,1090.0,dist_22,Time Series,prophet,22
2017-11-30,905.0,dist_22,Time Series,prophet,22
2017-12-31,793.0,dist_22,Time Series,prophet,22
2018-01-31,816.0,dist_22,Time Series,prophet,22
2018-02-28,779.0,dist_22,Time Series,prophet,22
2018-03-31,817.0,dist_22,Time Series,prophet,22
2018-04-30,919.0,dist_22,Time Series,prophet,22
2018-05-31,950.0,dist_22,Time Series,prophet,22
2018-06-30,968.0,dist_22,Time Series,prophet,22
2018-07-31,912.0,dist_22,Time Series,prophet,22
2018-08-31,939.0,dist_22,Time Series,prophet,22
2018-09-30,1016.0,dist_22,Time Series,prophet,22
2018-10-31,1020.0,dist_22,Time Series,prophet,22
2018-11-30,888.0,dist_22,Time Series,prophet,22
2018-12-31,930.0,dist_22,Time Series,prophet,22
2019-01-31,946.0,dist_22,Time Series,prophet,22
2019-02-28,825.0,dist_22,Time Series,prophet,22
2019-03-31,867.0,dist_22,Time Series,prophet,22
2019-04-30,1045.0,dist_22,Time Series,prophet,22
2006-01-31,1341.0,dist_24,Time Series,prophet,24
2006-02-28,1027.0,dist_24,Time Series,prophet,24
2006-03-31,1306.0,dist_24,Time Series,prophet,24
2006-04-30,1325.0,dist_24,Time Series,prophet,24
2006-05-31,1259.0,dist_24,Time Series,prophet,24
2006-06-30,1318.0,dist_24,Time Series,prophet,24
2006-07-31,1306.0,dist_24,Time Series,prophet,24
2006-08-31,1440.0,dist_24,Time Series,prophet,24
