ds,values,district,type,model,DISTRICT_
2019-11-30,180.58002306174606,dist_5,Forecast,prophet,5
2019-12-31,185.19769460122168,dist_5,Forecast,prophet,5
2020-01-31,173.443479796273,dist_5,Forecast,prophet,5
2020-02-29,151.38482495568815,dist_5,Forecast,prophet,5
2020-03-31,180.0608682690142,dist_5,Forecast,prophet,5
2020-04-30,178.7833000706973,dist_5,Forecast,prophet,5
2019-05-31,639.7861950788204,dist_6,Forecast,prophet,6
2019-06-30,637.2704778795165,dist_6,Forecast,prophet,6
2019-07-31,642.8421799311245,dist_6,Forecast,prophet,6
2019-08-31,636.4685157525761,dist_6,Forecast,prophet,6
2019-09-30,616.7754867300815,dist_6,Forecast,prophet,6
2019-10-31,610.430273035877,dist_6,Forecast,prophet,6
2019-11-30,545.9593385286978,dist_6,Forecast,prophet,6
2019-12-31,527.1821666502183,dist_6,Forecast,prophet,6
2020-01-31,554.3476890218456,dist_6,Forecast,prophet,6
2020-02-29,499.18074596340807,dist_6,Forecast,prophet,6
2020-03-31,575.3695712436661,dist_6,Forecast,prophet,6
2020-04-30,559.5228459754717,dist_6,Forecast,prophet,6
2019-05-31,810.1964266017566,dist_14,Forecast,prophet,14
2019-06-30,799.9853759302265,dist_14,Forecast,prophet,14
2019-07-31,813.9800406329311,dist_14,Forecast,prophet,14
2019-08-31,809.159130249204,dist_14,Forecast,prophet,14
2019-09-30,724.0538614604144,dist_14,Forecast,prophet,14
2019-10-31,758.6406379249917,dist_14,Forecast,prophet,14
2019-11-30,703.1974092436174,dist_14,Forecast,prophet,14
2019-12-31,692.5714978566956,dist_14,Forecast,prophet,14
2020-01-31,688.5650490339825,dist_14,Forecast,prophet,14
2020-02-29,600.6231717477339,dist_14,Forecast,prophet,14
2020-03-31,721.242816715336,dist_14,Forecast,prophet,14
2020-04-30,723.1574916361667,dist_14,Forecast,prophet,14
2019-05-31,300.37099080352624,dist_17,Forecast,prophet,17
2019-06-30,324.6697740339177,dist_17,Forecast,prophet,17
2019-07-31,335.1695851915283,dist_17,Forecast,prophet,17
2019-08-31,343.1205446015592,dist_17,Forecast,prophet,17
2019-09-30,299.702758011128,dist_17,Forecast,prophet,17
2019-10-31,266.95072935462474,dist_17,Forecast,prophet,17
2019-11-30,245.71711517961216,dist_17,Forecast,prophet,17
2019-12-31,248.44463958252172,dist_17,Forecast,prophet,17
2020-01-31,249.4361415975306,dist_17,Forecast,prophet,17
2020-02-29,220.55021340209834,dist_17,Forecast,prophet,17
2020-03-31,249.22611175474154,dist_17,Forecast,prophet,17
2020-04-30,248.64252451530402,dist_17,Forecast,prophet,17
2019-05-31,252.17093690008474,dist_7,Forecast,prophet,7
2019-06-30,240.90864874523402,dist_7,Forecast,prophet,7
2019-07-31,236.92010826816312,dist_7,Forecast,prophet,7
2019-08-31,259.80714413255225,dist_7,Forecast,prophet,7
2019-09-30,238.96919072511602,dist_7,Forecast,prophet,7
2019-10-31,246.28109094416624,dist_7,Forecast,prophet,7
2019-11-30,214.49790408573307,dist_7,Forecast,prophet,7
2019-12-31,220.5256929087963,dist_7,Forecast,prophet,7
2020-01-31,211.0816008611426,dist_7,Forecast,prophet,7
2020-02-29,204.61013020724116,dist_7,Forecast,prophet,7
2020-03-31,200.0412540293602,dist_7,Forecast,prophet,7
2020-04-30,210.68071697983444,dist_7,Forecast,prophet,7
2019-05-31,356.0375507569787,dist_8,Forecast,prophet,8
2019-06-30,353.45968238279926,dist_8,Forecast,prophet,8
2019-07-31,380.36353474107904,dist_8,Forecast,prophet,8
2019-08-31,396.3802839715625,dist_8,Forecast,prophet,8
2019-09-30,321.0553399916142,dist_8,Forecast,prophet,8
2019-10-31,305.5951851372005,dist_8,Forecast,prophet,8
2019-11-30,306.85439111765044,dist_8,Forecast,prophet,8
2019-12-31,313.68890088853647,dist_8,Forecast,prophet,8
2020-01-31,294.3230847439275,dist_8,Forecast,prophet,8
2020-02-29,268.1701754800984,dist_8,Forecast,prophet,8
2020-03-31,313.97706900322527,dist_8,Forecast,prophet,8
2020-04-30,300.96856628873047,dist_8,Forecast,prophet,8
2019-05-31,573.9777145936463,dist_9,Forecast,prophet,9
2019-06-30,574.8033927993608,dist_9,Forecast,prophet,9
2019-07-31,601.1939002041701,dist_9,Forecast,prophet,9
2019-08-31,573.9714345256515,dist_9,Forecast,prophet,9
2019-09-30,566.3607691660574,dist_9,Forecast,prophet,9
2019-10-31,584.8944434514563,dist_9,Forecast,prophet,9
2019-11-30,518.4305913635692,dist_9,Forecast,prophet,9
2019-12-31,463.34709045990377,dist_9,Forecast,prophet,9
2020-01-31,487.5929389579305,dist_9,Forecast,prophet,9
2020-02-29,436.35207352374135,dist_9,Forecast,prophet,9
2020-03-31,516.62789033877,dist_9,Forecast,prophet,9
2020-04-30,524.4182843220034,dist_9,Forecast,prophet,9
2019-05-31,539.4785892636465,dist_16,Forecast,prophet,16
2019-06-30,525.9364060588052,dist_16,Forecast,prophet,16
2019-07-31,538.6324422063931,dist_16,Forecast,prophet,16
2019-08-31,523.8396690979608,dist_16,Forecast,prophet,16
2019-09-30,482.36240548397484,dist_16,Forecast,prophet,16
2019-10-31,475.2577809592744,dist_16,Forecast,prophet,16
2019-11-30,438.8939171930061,dist_16,Forecast,prophet,16
2019-12-31,403.8461328419261,dist_16,Forecast,prophet,16
2020-01-31,417.0342450184465,dist_16,Forecast,prophet,16
2020-02-29,395.4063644340566,dist_16,Forecast,prophet,16
2020-03-31,467.0146295096475,dist_16,Forecast,prophet,16
2020-04-30,492.89674316975095,dist_16,Forecast,prophet,16
2019-05-31,1163.7810077604195,dist_15,Forecast,prophet,15
2019-06-30,1082.2229462396301,dist_15,Forecast,prophet,15
2019-07-31,1124.7977254050727,dist_15,Forecast,prophet,15
2019-08-31,1195.9132240751237,dist_15,Forecast,prophet,15
2019-09-30,1071.5758357690677,dist_15,Forecast,prophet,15
2019-10-31,1062.1132845987072,dist_15,Forecast,prophet,15
2019-11-30,1008.4044338558779,dist_15,Forecast,prophet,15
2019-12-31,959.2615149378854,dist_15,Forecast,prophet,15
2020-01-31,959.9656111065128,dist_15,Forecast,prophet,15
2020-02-29,904.8019057403819,dist_15,Forecast,prophet,15
2020-03-31,1030.042764774554,dist_15,Forecast,prophet,15
2020-04-30,1034.3061081252436,dist_15,Forecast,prophet,15
2019-05-31,1051.6393771204198,dist_22,Forecast,prophet,22
2019-06-30,1005.9337902556682,dist_22,Forecast,prophet,22
2019-07-31,1042.0560636393977,dist_22,Forecast,prophet,22
2019-08-31,1046.8718141536167,dist_22,Forecast,prophet,22
2019-09-30,1016.446290427554,dist_22,Forecast,prophet,22
2019-10-31,1064.731592533483,dist_22,Forecast,prophet,22
2019-11-30,929.2402837874776,dist_22,Forecast,prophet,22
2019-12-31,869.4960655472983,dist_22,Forecast,prophet,22
2020-01-31,857.4804915633903,dist_22,Forecast,prophet,22
2020-02-29,824.4275129907935,dist_22,Forecast,prophet,22
2020-03-31,942.0572956503637,dist_22,Forecast,prophet,22
2020-04-30,1036.910840248532,dist_22,Forecast,prophet,22
2019-05-31,1188.4948157227018,dist_24,Forecast,prophet,24
2019-06-30,1159.2477612690102,dist_24,Forecast,prophet,24
2019-07-31,1166.7626590274733,dist_24,Forecast,prophet,24
2019-08-31,1147.1270666832918,dist_24,Forecast,prophet,24
2019-09-30,1039.9362160535288,dist_24,Forecast,prophet,24
2019-10-31,1066.1201973159853,dist_24,Forecast,prophet,24
2019-11-30,1008.4628433044327,dist_24,Forecast,prophet,24
2019-12-31,981.8806288164915,dist_24,Forecast,prophet,24
2020-01-31,987.4973071909106,dist_24,Forecast,prophet,24
2020-02-29,932.1240504095323,dist_24,Forecast,prophet,24
2020-03-31,1028.9926981179308,dist_24,Forecast,prophet,24
2020-04-30,1096.871168277941,dist_24,Forecast,prophet,24
2019-05-31,721.4247727961416,dist_12,Forecast,prophet,12
2019-06-30,696.5264202695913,dist_12,Forecast,prophet,12
2019-07-31,727.33663554981,dist_12,Forecast,prophet,12
2019-08-31,703.5404477987005,dist_12,Forecast,prophet,12
2019-09-30,628.3956336702112,dist_12,Forecast,prophet,12
2019-10-31,654.3202083787248,dist_12,Forecast,prophet,12
2019-11-30,575.5532622391265,dist_12,Forecast,prophet,12
2019-12-31,553.5493997564232,dist_12,Forecast,prophet,12
2020-01-31,561.2650475208313,dist_12,Forecast,prophet,12
2020-02-29,514.2675627279682,dist_12,Forecast,prophet,12
2020-03-31,576.3563148523167,dist_12,Forecast,prophet,12
2020-04-30,595.7183211623624,dist_12,Forecast,prophet,12
2019-05-31,1189.9293473631888,dist_19,Forecast,prophet,19
2019-06-30,1193.9896913936113,dist_19,Forecast,prophet,19
2019-07-31,1279.2957151924054,dist_19,Forecast,prophet,19
2019-08-31,1295.3772918944126,dist_19,Forecast,prophet,19
2019-09-30,1188.5964632992434,dist_19,Forecast,prophet,19
2019-10-31,1191.6812033268232,dist_19,Forecast,prophet,19
2019-11-30,1067.8208269426066,dist_19,Forecast,prophet,19
2019-12-31,990.6650961798223,dist_19,Forecast,prophet,19
2020-01-31,952.9907172444728,dist_19,Forecast,prophet,19
2020-02-29,909.25664969398,dist_19,Forecast,prophet,19
2020-03-31,1055.6740879785875,dist_19,Forecast,prophet,19
2020-04-30,1100.9164274209998,dist_19,Forecast,prophet,19
2019-05-31,841.29391931495,dist_35,Forecast,prophet,35
2019-06-30,812.5810094105037,dist_35,Forecast,prophet,35
2019-07-31,835.5117627436442,dist_35,Forecast,prophet,35
2019-08-31,808.5055100117755,dist_35,Forecast,prophet,35
2019-09-30,779.5689039732297,dist_35,Forecast,prophet,35
2019-10-31,787.3057116678019,dist_35,Forecast,prophet,35
2019-11-30,740.5488635231768,dist_35,Forecast,prophet,35
2019-12-31,679.8545527939604,dist_35,Forecast,prophet,35
2020-01-31,715.1281917706001,dist_35,Forecast,prophet,35
2020-02-29,636.1950134888388,dist_35,Forecast,prophet,35
2020-03-31,757.2621577498026,dist_35,Forecast,prophet,35
2020-04-30,788.5129596443136,dist_35,Forecast,prophet,35
2019-05-31,882.5012353049849,dist_25,Forecast,prophet,25
2019-06-30,843.6589559204023,dist_25,Forecast,prophet,25
2019-07-31,850.3715963364047,dist_25,Forecast,prophet,25
2019-08-31,869.5676840076626,dist_25,Forecast,prophet,25
2019-09-30,827.9048830115626,dist_25,Forecast,prophet,25
2019-10-31,822.4361999416162,dist_25,Forecast,prophet,25
2019-11-30,774.1959357933823,dist_25,Forecast,prophet,25
2019-12-31,769.9563318351319,dist_25,Forecast,prophet,25
2020-01-31,749.14194077479,dist_25,Forecast,prophet,25
2020-02-29,679.0226390012803,dist_25,Forecast,prophet,25
2020-03-31,808.966364991348,dist_25,Forecast,prophet,25
2020-04-30,808.8747173626921,dist_25,Forecast,prophet,25
2019-05-31,532.5069080848368,dist_26,Forecast,prophet,26
2019-06-30,503.8938800520732,dist_26,Forecast,prophet,26
2019-07-31,545.1254624850502,dist_26,Forecast,prophet,26
2019-08-31,544.2463422052368,dist_26,Forecast,prophet,26
2019-09-30,511.73819577750464,dist_26,Forecast,prophet,26
2019-10-31,491.4568696370408,dist_26,Forecast,prophet,26
2019-11-30,463.36761336449945,dist_26,Forecast,prophet,26
2019-12-31,444.48948548819817,dist_26,Forecast,prophet,26
2020-01-31,443.05623774562616,dist_26,Forecast,prophet,26
2020-02-29,400.7176948193351,dist_26,Forecast,prophet,26
2020-03-31,433.253162312685,dist_26,Forecast,prophet,26
2020-04-30,430.1360641607385,dist_26,Forecast,prophet,26
2019-05-31,799.4236542769218,dist_39,Forecast,prophet,39
2019-06-30,788.7014634627008,dist_39,Forecast,prophet,39
2019-07-31,800.6661457704097,dist_39,Forecast,prophet,39
2019-08-31,787.2522946515517,dist_39,Forecast,prophet,39
2019-09-30,753.9688008678672,dist_39,Forecast,prophet,39
2019-10-31,738.9651852666932,dist_39,Forecast,prophet,39
